host,period,avg_loss_x,type_x,avg_loss_y,type_y,mean
alice14.spbu.ru,2020-01-18,9.233409260815365e-05,src,6.624825806662212e-05,dest,7.929117533738789e-05
alice14.spbu.ru,2020-01-19,4.7070725638157724e-05,src,5.811250705604482e-05,dest,5.259161634710127e-05
alice14.spbu.ru,2020-01-20,3.0272780598489646e-05,src,9.797061053792273e-05,dest,6.412169556820619e-05
alice14.spbu.ru,2020-01-21,7.427326424137756e-05,src,7.08478530511935e-05,dest,7.256055864628553e-05
alice14.spbu.ru,2020-01-22,0.0004950314323699099,src,7.51252105002461e-05,dest,0.000285078321435078
atlas-npt1.bu.edu,2019-12-10,0.0005642107462858042,src,0.0,dest,0.0002821053731429021
atlas-npt1.bu.edu,2019-12-11,,src,,dest,
atlas-npt1.bu.edu,2019-12-12,0.014569377995644246,src,0.0005098039236412767,dest,0.007539590959642761
atlas-npt1.bu.edu,2019-12-13,0.016472886289045592,src,0.0003113142664086862,dest,0.00839210027772714
atlas-npt1.bu.edu,2019-12-14,0.0161651744536222,src,0.00024217252266793714,dest,0.008203673488145068
atlas-npt1.bu.edu,2019-12-15,0.016309546240799392,src,0.0002560037626406507,dest,0.00828277500172002
atlas-npt1.bu.edu,2019-12-16,0.01242852402939029,src,8.547808212044922e-05,dest,0.00625700105575537
atlas-npt1.bu.edu,2019-12-17,0.014375231695231899,src,0.00023043611134388495,dest,0.007302833903287891
atlas-npt1.bu.edu,2019-12-18,0.01621076951050397,src,0.0002526503449475216,dest,0.008231709927725745
atlas-npt1.bu.edu,2019-12-19,0.016625822193903596,src,0.00020657890755984947,dest,0.008416200550731723
atlas-npt1.bu.edu,2019-12-20,0.015011417901892308,src,0.0002512405884038909,dest,0.0076313292451481
atlas-npt1.bu.edu,2019-12-21,0.016861188864753154,src,0.0001944830733193631,dest,0.008527835969036258
atlas-npt1.bu.edu,2019-12-22,0.01662007803728394,src,0.0003667699295791477,dest,0.008493423983431544
atlas-npt1.bu.edu,2019-12-23,0.015283690624800278,src,0.00020028650544768264,dest,0.007741988565123981
atlas-npt1.bu.edu,2019-12-24,0.016046363398960803,src,0.0002892529296662516,dest,0.008167808164313527
atlas-npt1.bu.edu,2019-12-25,0.01600298165919216,src,0.00011917410519843813,dest,0.008061077882195298
atlas-npt1.bu.edu,2019-12-26,0.015596304188037516,src,0.0001676078517147196,dest,0.007881956019876117
atlas-npt1.bu.edu,2019-12-27,0.016678183829814536,src,0.00014302373151444116,dest,0.008410603780664489
atlas-npt1.bu.edu,2019-12-28,0.016403345102467017,src,8.779926441972612e-05,dest,0.008245572183443371
atlas-npt1.bu.edu,2019-12-29,0.017021491011359063,src,7.845332863428141e-05,dest,0.008549972169996672
atlas-npt1.bu.edu,2019-12-30,0.016960292796630274,src,0.0002744656281410176,dest,0.008617379212385645
atlas-npt1.bu.edu,2019-12-31,0.01533343374837274,src,0.0002038208941063621,dest,0.007768627321239551
atlas-npt1.bu.edu,2020-01-01,0.01616587490804539,src,0.0002545779289905114,dest,0.00821022641851795
atlas-npt1.bu.edu,2020-01-02,0.017271071947661715,src,0.00019890052948913123,dest,0.008734986238575423
atlas-npt1.bu.edu,2020-01-03,0.03045252357266606,src,0.0013382175714166823,dest,0.01589537057204137
atlas-npt1.bu.edu,2020-01-04,0.03134951099548913,src,0.0001646859418077532,dest,0.015757098468648444
atlas-npt1.bu.edu,2020-01-05,0.03321188077269101,src,0.00031074549277422027,dest,0.016761313132732613
atlas-npt1.bu.edu,2020-01-06,0.034432826441707844,src,0.002103633971170984,dest,0.018268230206439414
atlas-npt1.bu.edu,2020-01-07,0.03463443803793586,src,0.0017973322575087958,dest,0.01821588514772233
atlas-npt1.bu.edu,2020-01-08,0.031239732371417743,src,0.0023494980341978197,dest,0.01679461520280778
atlas-npt1.bu.edu,2020-01-09,0.029899470077353506,src,0.001592894776305108,dest,0.015746182426829305
atlas-npt1.bu.edu,2020-01-10,0.033648164950438215,src,0.000493446800432828,dest,0.01707080587543552
atlas-npt1.bu.edu,2020-01-11,0.033586775619116625,src,0.0009981370379015166,dest,0.017292456328509072
atlas-npt1.bu.edu,2020-01-12,0.034023951819394105,src,0.000489088608141217,dest,0.01725652021376766
atlas-npt1.bu.edu,2020-01-13,0.03313700742597893,src,0.000806352179133959,dest,0.016971679802556445
atlas-npt1.bu.edu,2020-01-14,0.03172957235135789,src,0.0003110696906910158,dest,0.016020321021024454
atlas-npt1.bu.edu,2020-01-15,0.03405203349251416,src,0.00047549787479010084,dest,0.01726376568365213
atlas-npt1.bu.edu,2020-01-16,0.03348323265921476,src,0.0007581620509588587,dest,0.01712069735508681
atlas-npt1.bu.edu,2020-01-17,0.030936517645447862,src,0.0007676099199937393,dest,0.0158520637827208
atlas-npt1.bu.edu,2020-01-18,0.03329027861868691,src,0.00038340062216308206,dest,0.016836839620424995
atlas-npt1.bu.edu,2020-01-19,0.033662796398851155,src,0.001073609018278086,dest,0.01736820270856462
atlas-npt1.bu.edu,2020-01-20,0.031884086023391496,src,0.0010601890075394409,dest,0.016472137515465467
atlas-npt1.bu.edu,2020-01-21,0.0318328114521628,src,0.0006847769757407344,dest,0.01625879421395177
atlas-npt1.bu.edu,2020-01-22,0.03274295872611453,src,0.0010844302745386248,dest,0.01691369450032658
atrogr007.nipne.ro,2019-12-10,0.0551060606027022,src,0.0,dest,0.0275530303013511
atrogr007.nipne.ro,2019-12-11,,src,,dest,
atrogr007.nipne.ro,2019-12-12,0.038542999291736914,src,0.006101747852669896,dest,0.022322373572203406
atrogr007.nipne.ro,2019-12-13,0.01889058280348008,src,0.000880392472818547,dest,0.009885487638149313
atrogr007.nipne.ro,2019-12-14,0.018864126395438153,src,0.0006256495333886674,dest,0.009744887964413411
atrogr007.nipne.ro,2019-12-15,0.018897910237462567,src,0.00032109753135352076,dest,0.009609503884408043
atrogr007.nipne.ro,2019-12-16,0.018186937201099172,src,0.00010227187406431589,dest,0.009144604537581744
atrogr007.nipne.ro,2019-12-17,0.01861095510103019,src,0.00011812200450383175,dest,0.009364538552767011
atrogr007.nipne.ro,2019-12-18,0.019482113888666785,src,0.0003660345223472594,dest,0.009924074205507023
atrogr007.nipne.ro,2019-12-19,0.019532347182560094,src,0.00028108212073370265,dest,0.009906714651646898
atrogr007.nipne.ro,2019-12-20,0.0190833661828766,src,0.00035460336030572486,dest,0.009718984771591162
atrogr007.nipne.ro,2019-12-21,0.018600218520320184,src,0.00018873276266761582,dest,0.0093944756414939
atrogr007.nipne.ro,2019-12-22,0.018575501856238904,src,0.00038899901166678853,dest,0.009482250433952847
atrogr007.nipne.ro,2019-12-23,0.018418810673838548,src,0.00021732431805628375,dest,0.009318067495947416
atrogr007.nipne.ro,2019-12-24,0.01887317825060854,src,0.00045323691419965216,dest,0.009663207582404097
atrogr007.nipne.ro,2019-12-25,0.01870739107622578,src,0.0001472919907222923,dest,0.009427341533474036
atrogr007.nipne.ro,2019-12-26,0.01868900450150069,src,0.00023140676901668394,dest,0.009460205635258687
atrogr007.nipne.ro,2019-12-27,0.01859699132454278,src,0.00018692633479120257,dest,0.00939195882966699
atrogr007.nipne.ro,2019-12-28,0.018885049381046893,src,8.096319125702705e-05,dest,0.00948300628615196
atrogr007.nipne.ro,2019-12-29,0.0188847521626382,src,4.552792870908384e-05,dest,0.009465140045673642
atrogr007.nipne.ro,2019-12-30,0.018983853265090694,src,0.0003093919427174582,dest,0.009646622603904077
atrogr007.nipne.ro,2019-12-31,0.01861201002806635,src,0.00028880717991337736,dest,0.009450408603989864
atrogr007.nipne.ro,2020-01-01,0.01920522260368014,src,0.00027354094825498117,dest,0.009739381775967561
atrogr007.nipne.ro,2020-01-02,0.0188533885628346,src,0.0001946126595942028,dest,0.009524000611214401
atrogr007.nipne.ro,2020-01-03,0.03240734779180349,src,0.00200461514635403,dest,0.017205981469078757
atrogr007.nipne.ro,2020-01-04,0.03665747499216609,src,0.001428848578206046,dest,0.01904316178518607
atrogr007.nipne.ro,2020-01-05,0.03782578492887448,src,0.0009489881981135804,dest,0.01938738656349403
atrogr007.nipne.ro,2020-01-06,0.03836855491325176,src,0.0024790931031637197,dest,0.02042382400820774
atrogr007.nipne.ro,2020-01-07,0.03852122537996688,src,0.0012020689984413274,dest,0.019861647189204103
atrogr007.nipne.ro,2020-01-08,0.03838575333310848,src,0.002344285423020433,dest,0.020365019378064456
atrogr007.nipne.ro,2020-01-09,0.03765669954025775,src,0.0015517296846073317,dest,0.01960421461243254
atrogr007.nipne.ro,2020-01-10,0.03809863103362806,src,0.0005641536911809829,dest,0.019331392362404522
atrogr007.nipne.ro,2020-01-11,0.03746553962618636,src,0.0013579012694486796,dest,0.01941172044781752
atrogr007.nipne.ro,2020-01-12,0.03835498415090149,src,0.0009473618301564397,dest,0.019651172990528962
atrogr007.nipne.ro,2020-01-13,0.036738196697568316,src,0.0007778416668939952,dest,0.018758019182231155
atrogr007.nipne.ro,2020-01-14,0.0370300394650771,src,0.000352532263093421,dest,0.01869128586408526
atrogr007.nipne.ro,2020-01-15,0.03777788471935618,src,0.00026119614221761675,dest,0.0190195404307869
atrogr007.nipne.ro,2020-01-16,0.038608359284490586,src,0.0004171624124558842,dest,0.019512760848473237
atrogr007.nipne.ro,2020-01-17,0.03805597503664428,src,0.0006168091176195964,dest,0.019336392077131937
atrogr007.nipne.ro,2020-01-18,0.038005384926370574,src,0.0003988939143647542,dest,0.019202139420367664
atrogr007.nipne.ro,2020-01-19,0.03685357602453526,src,0.0013242886014384948,dest,0.01908893231298688
atrogr007.nipne.ro,2020-01-20,0.040514112074145125,src,0.00173313831082491,dest,0.021123625192485018
atrogr007.nipne.ro,2020-01-21,0.03814716593352729,src,0.001268111909157754,dest,0.01970763892134252
atrogr007.nipne.ro,2020-01-22,0.03837660556373994,src,0.0016250360958713047,dest,0.020000820829805623
btw-lat.grid.kiae.ru,2019-12-12,0.01635752688443679,src,0.0014424951262336377,dest,0.008900011005335213
btw-lat.grid.kiae.ru,2019-12-13,0.01627224323358294,src,0.000590559789462754,dest,0.008431401511522846
btw-lat.grid.kiae.ru,2019-12-14,0.015954111619014347,src,0.0006032713375183155,dest,0.00827869147826633
btw-lat.grid.kiae.ru,2019-12-15,0.0223410030307151,src,0.00042982633892833956,dest,0.011385414684821718
btw-lat.grid.kiae.ru,2019-12-16,0.019788468104185636,src,0.00033845015827580643,dest,0.010063459131230721
btw-lat.grid.kiae.ru,2019-12-17,0.015058872506530475,src,0.0004118228338293026,dest,0.007735347670179889
btw-lat.grid.kiae.ru,2019-12-18,0.016076637952855567,src,0.0003960149054620725,dest,0.00823632642915882
btw-lat.grid.kiae.ru,2019-12-19,0.017091570678996644,src,0.0003364987956563107,dest,0.008714034737326477
btw-lat.grid.kiae.ru,2019-12-20,0.02028114805526216,src,0.00037978395369093587,dest,0.010330466004476548
btw-lat.grid.kiae.ru,2019-12-21,0.01934232229542682,src,0.00033227368182793266,dest,0.009837297988627376
btw-lat.grid.kiae.ru,2019-12-22,0.016195933959951652,src,0.0005552376240558612,dest,0.008375585792003757
btw-lat.grid.kiae.ru,2019-12-23,0.014767738060741976,src,0.00038392673257686254,dest,0.007575832396659419
btw-lat.grid.kiae.ru,2019-12-24,0.01287257607364304,src,0.002840137306777779,dest,0.00785635669021041
btw-lat.grid.kiae.ru,2019-12-25,0.013662659797911779,src,0.005868005131569126,dest,0.009765332464740453
btw-lat.grid.kiae.ru,2019-12-26,0.016416796945638364,src,0.0037805001864815563,dest,0.01009864856605996
btw-lat.grid.kiae.ru,2019-12-27,0.01625374992723509,src,0.0002564579172953039,dest,0.008255103922265196
btw-lat.grid.kiae.ru,2019-12-28,0.016488105947285173,src,0.0003223913691693351,dest,0.008405248658227255
btw-lat.grid.kiae.ru,2019-12-29,0.01640617706061209,src,0.00040918120503531186,dest,0.008407679132823701
btw-lat.grid.kiae.ru,2019-12-30,0.016331749304666996,src,0.0003995767111345728,dest,0.008365663007900785
btw-lat.grid.kiae.ru,2019-12-31,0.0176159759349273,src,0.0003806506013547379,dest,0.008998313268141019
btw-lat.grid.kiae.ru,2020-01-01,0.016776647504388974,src,0.0003556853348894121,dest,0.008566166419639193
btw-lat.grid.kiae.ru,2020-01-02,0.020739025834002302,src,0.0004048418265470112,dest,0.010571933830274657
btw-lat.grid.kiae.ru,2020-01-03,0.031153563509551094,src,0.0004486887613418526,dest,0.015801126135446472
btw-lat.grid.kiae.ru,2020-01-04,0.03370614491569339,src,0.0032158506958609332,dest,0.01846099780577716
btw-lat.grid.kiae.ru,2020-01-05,0.03455926364809753,src,0.002580499434414859,dest,0.018569881541256193
btw-lat.grid.kiae.ru,2020-01-06,0.03360317311058381,src,0.002509897650145329,dest,0.01805653538036457
btw-lat.grid.kiae.ru,2020-01-07,0.033381063416349645,src,0.0013240749162065685,dest,0.017352569166278108
btw-lat.grid.kiae.ru,2020-01-08,0.033519049627153824,src,0.0020863085876918395,dest,0.017802679107422833
btw-lat.grid.kiae.ru,2020-01-09,0.033195136051139815,src,0.0013563295822790805,dest,0.01727573281670945
btw-lat.grid.kiae.ru,2020-01-10,0.03421861654935762,src,0.00038947421859520347,dest,0.017304045383976414
btw-lat.grid.kiae.ru,2020-01-11,0.033647418277393815,src,0.0006670807066810959,dest,0.017157249492037455
btw-lat.grid.kiae.ru,2020-01-12,0.033560616162316176,src,0.0005907076533153464,dest,0.017075661907815762
btw-lat.grid.kiae.ru,2020-01-13,0.03310422818957168,src,0.00047638259502278746,dest,0.01679030539229723
btw-lat.grid.kiae.ru,2020-01-14,0.033041995242124915,src,0.00063042346195211,dest,0.016836209352038514
btw-lat.grid.kiae.ru,2020-01-15,0.03584972378457,src,0.000334238912248273,dest,0.018091981348409135
btw-lat.grid.kiae.ru,2020-01-16,0.034820266138099486,src,0.00017846201246043196,dest,0.01749936407527996
btw-lat.grid.kiae.ru,2020-01-17,0.0337583213344254,src,0.0001680220509173423,dest,0.01696317169267137
btw-lat.grid.kiae.ru,2020-01-18,0.03176158241437166,src,0.0002557067637007696,dest,0.016008644589036215
btw-lat.grid.kiae.ru,2020-01-19,0.033029224207459025,src,0.0016245036239079423,dest,0.017326863915683485
btw-lat.grid.kiae.ru,2020-01-20,0.03439024417600109,src,0.0021219278525967276,dest,0.018256086014298907
btw-lat.grid.kiae.ru,2020-01-21,0.033305508658334836,src,0.0011190145341104791,dest,0.017212261596222658
btw-lat.grid.kiae.ru,2020-01-22,0.033681380813282494,src,0.00037781483804164153,dest,0.017029597825662067
btw-lat.t1.grid.kiae.ru,2019-12-12,0.017350574713682048,src,0.0017351598383169877,dest,0.009542867275999518
btw-lat.t1.grid.kiae.ru,2019-12-13,0.015238044914963004,src,0.000319373585171083,dest,0.007778709250067043
btw-lat.t1.grid.kiae.ru,2019-12-14,0.018779938152038666,src,0.00027343447739842534,dest,0.009526686314718546
btw-lat.t1.grid.kiae.ru,2019-12-15,0.016608423707504698,src,0.00041000762041538844,dest,0.008509215663960044
btw-lat.t1.grid.kiae.ru,2019-12-16,0.02214709010619094,src,0.0002978705610707869,dest,0.011222480333630862
btw-lat.t1.grid.kiae.ru,2019-12-17,0.02061172072011595,src,0.0005527623865801549,dest,0.010582241553348052
btw-lat.t1.grid.kiae.ru,2019-12-18,0.018305690710878723,src,0.00031830636313732216,dest,0.009311998537008023
btw-lat.t1.grid.kiae.ru,2019-12-19,0.024395727857852285,src,0.0003164422442595127,dest,0.012356085051055898
btw-lat.t1.grid.kiae.ru,2019-12-20,3.4843206418619755e-06,src,0.0003392714060320383,dest,0.00017137786333695014
btw-lat.t1.grid.kiae.ru,2019-12-21,3.4867504331045568e-06,src,0.00027573707449274175,dest,0.00013961191246292316
btw-lat.t1.grid.kiae.ru,2019-12-22,5.807201069769959e-06,src,0.0005075893069868005,dest,0.0002566982540282852
btw-lat.t1.grid.kiae.ru,2019-12-23,0.0003087279486695621,src,0.0003322300260195115,dest,0.00032047898734453677
btw-lat.t1.grid.kiae.ru,2019-12-24,4.642525646306346e-06,src,0.00038767635293634973,dest,0.00019615943929132804
btw-lat.t1.grid.kiae.ru,2019-12-25,0.014820738641148077,src,0.0002627206117098005,dest,0.007541729626428939
btw-lat.t1.grid.kiae.ru,2019-12-26,0.01656649489028347,src,0.00024510965206100065,dest,0.008405802271172234
btw-lat.t1.grid.kiae.ru,2019-12-27,0.01792515675733479,src,0.00025909311593832145,dest,0.009092124936636555
btw-lat.t1.grid.kiae.ru,2019-12-28,0.01550646666598959,src,0.00026950819841028794,dest,0.007887987432199938
btw-lat.t1.grid.kiae.ru,2019-12-29,0.017066064436810056,src,0.00038301144881274196,dest,0.0087245379428114
btw-lat.t1.grid.kiae.ru,2019-12-30,0.015366515710725889,src,0.0004343305200777042,dest,0.007900423115401796
btw-lat.t1.grid.kiae.ru,2019-12-31,0.015629993614596563,src,0.0004617383294657373,dest,0.00804586597203115
btw-lat.t1.grid.kiae.ru,2020-01-01,0.015976445717159598,src,0.000319708384412304,dest,0.00814807705078595
btw-lat.t1.grid.kiae.ru,2020-01-02,0.01562090004184429,src,0.00034609787408652047,dest,0.007983498957965405
btw-lat.t1.grid.kiae.ru,2020-01-03,0.026728684037745486,src,0.001199818225951341,dest,0.013964251131848415
btw-lat.t1.grid.kiae.ru,2020-01-04,0.03072761310848304,src,0.0008416235449081456,dest,0.01578461832669559
btw-lat.t1.grid.kiae.ru,2020-01-05,0.0300146456979278,src,0.002726765230624605,dest,0.0163707054642762
btw-lat.t1.grid.kiae.ru,2020-01-06,0.0355485891915558,src,0.010970831141001358,dest,0.023259710166278577
btw-lat.t1.grid.kiae.ru,2020-01-07,,src,0.0016666667070239782,dest,0.0016666667070239782
btw-lat.t1.grid.kiae.ru,2020-01-08,,src,,dest,
btw-lat.t1.grid.kiae.ru,2020-01-09,,src,,dest,
btw-lat.t1.grid.kiae.ru,2020-01-10,,src,0.0002235772374002793,dest,0.0002235772374002793
btw-lat.t1.grid.kiae.ru,2020-01-11,,src,0.00037037037933866185,dest,0.00037037037933866185
btw-lat.t1.grid.kiae.ru,2020-01-12,,src,,dest,
btw-lat.t1.grid.kiae.ru,2020-01-13,0.03530438233935893,src,0.0004648239104067696,dest,0.01788460312488285
btw-lat.t1.grid.kiae.ru,2020-01-14,,src,0.0008091578731664191,dest,0.0008091578731664191
btw-lat.t1.grid.kiae.ru,2020-01-15,0.03226175795447531,src,0.001763665176899672,dest,0.017012711565687493
btw-lat.t1.grid.kiae.ru,2020-01-16,0.01766584004302638,src,0.003511126920240428,dest,0.010588483481633404
btw-lat.t1.grid.kiae.ru,2020-01-17,0.00044042652573887263,src,0.0015520081423755173,dest,0.0009962173340571949
btw-lat.t1.grid.kiae.ru,2020-01-18,1.3937282567447902e-05,src,0.0005765593966521347,dest,0.0002952483396097913
btw-lat.t1.grid.kiae.ru,2020-01-19,0.00024828314781188965,src,0.0021282284543267735,dest,0.0011882558010693316
btw-lat.t1.grid.kiae.ru,2020-01-20,0.02752674703151084,src,0.0013261247131688184,dest,0.014426435872339828
btw-lat.t1.grid.kiae.ru,2020-01-21,0.0029599254445756896,src,0.004894991629411212,dest,0.0039274585369934506
ccperfsonar2.in2p3.fr,2019-12-10,4.685408413320421e-05,src,0.00038288289110537045,dest,0.00021486848761928735
ccperfsonar2.in2p3.fr,2019-12-11,,src,,dest,
ccperfsonar2.in2p3.fr,2019-12-12,0.004434741713339463,src,0.0005934065970295406,dest,0.002514074155184502
ccperfsonar2.in2p3.fr,2019-12-13,0.004522100153001969,src,0.0006676335442509885,dest,0.002594866848626479
ccperfsonar2.in2p3.fr,2019-12-14,0.0043554691702561285,src,0.0005394954610990462,dest,0.0024474823156775873
ccperfsonar2.in2p3.fr,2019-12-15,0.004339651670156911,src,0.0008048124428240069,dest,0.002572232056490459
ccperfsonar2.in2p3.fr,2019-12-16,0.0046218867105493455,src,0.000813461578157549,dest,0.0027176741443534474
ccperfsonar2.in2p3.fr,2019-12-17,0.00391469239850558,src,0.001128858961822277,dest,0.0025217756801639286
ccperfsonar2.in2p3.fr,2019-12-18,0.005225956015696588,src,0.0005999525016983436,dest,0.0029129542586974655
ccperfsonar2.in2p3.fr,2019-12-19,0.004807809959041371,src,0.0005855886685477332,dest,0.0026966993137945523
ccperfsonar2.in2p3.fr,2019-12-20,0.004212871307302933,src,0.0006894708918310473,dest,0.0024511710995669903
ccperfsonar2.in2p3.fr,2019-12-21,0.004201037667642259,src,0.0005277000233026712,dest,0.002364368845472465
ccperfsonar2.in2p3.fr,2019-12-22,0.004274091174908036,src,0.00048395376521573086,dest,0.0023790224700618832
ccperfsonar2.in2p3.fr,2019-12-23,0.004486600364545332,src,0.00047358907800392483,dest,0.002480094721274628
ccperfsonar2.in2p3.fr,2019-12-24,0.005157299840887613,src,0.0005374593953948626,dest,0.0028473796181412376
ccperfsonar2.in2p3.fr,2019-12-25,0.0038776287720392903,src,0.0004707672400782179,dest,0.002174198006058754
ccperfsonar2.in2p3.fr,2019-12-26,0.0043853628273037085,src,0.0005391587279143228,dest,0.0024622607776090158
ccperfsonar2.in2p3.fr,2019-12-27,0.0047785037831322335,src,0.0007685414336985995,dest,0.0027735226084154166
ccperfsonar2.in2p3.fr,2019-12-28,0.005053511832325414,src,0.0007514339368923191,dest,0.0029024728846088663
ccperfsonar2.in2p3.fr,2019-12-29,0.003715859410368089,src,0.0005032694995358768,dest,0.0021095644549519827
ccperfsonar2.in2p3.fr,2019-12-30,0.004901671896026509,src,0.0006318428288765963,dest,0.0027667573624515526
ccperfsonar2.in2p3.fr,2019-12-31,0.006217836587906612,src,0.0018324405627232845,dest,0.004025138575314949
ccperfsonar2.in2p3.fr,2020-01-01,0.0052403700588145065,src,0.0007344196441302083,dest,0.0029873948514723575
ccperfsonar2.in2p3.fr,2020-01-02,0.004784932918236421,src,0.0006452032937946676,dest,0.0027150681060155446
ccperfsonar2.in2p3.fr,2020-01-03,0.01452401705553738,src,0.0015255842397291085,dest,0.008024800647633244
ccperfsonar2.in2p3.fr,2020-01-04,0.016355820898299567,src,0.0018966356710654136,dest,0.00912622828468249
ccperfsonar2.in2p3.fr,2020-01-05,0.017068725486918495,src,0.002028790578570505,dest,0.009548758032744499
ccperfsonar2.in2p3.fr,2020-01-06,0.01642580054403105,src,0.003321147015997455,dest,0.009873473780014252
ccperfsonar2.in2p3.fr,2020-01-07,0.015975658850287004,src,0.0012041397062192045,dest,0.008589899278253104
ccperfsonar2.in2p3.fr,2020-01-08,0.01682247632350914,src,0.0012579500829328818,dest,0.009040213203221011
ccperfsonar2.in2p3.fr,2020-01-09,0.016771525314796996,src,0.0009730372885254624,dest,0.00887228130166123
ccperfsonar2.in2p3.fr,2020-01-10,0.01643437660413991,src,0.0010381242766767267,dest,0.008736250440408318
ccperfsonar2.in2p3.fr,2020-01-11,0.015725012926852907,src,0.001986721231620041,dest,0.008855867079236475
ccperfsonar2.in2p3.fr,2020-01-12,0.0159656179116758,src,0.0021076122602741577,dest,0.009036615085974978
ccperfsonar2.in2p3.fr,2020-01-13,0.017043268450765182,src,0.0023935582592406767,dest,0.00971841335500293
ccperfsonar2.in2p3.fr,2020-01-14,0.016958196526464554,src,0.001531979334195393,dest,0.009245087930329974
ccperfsonar2.in2p3.fr,2020-01-15,0.017247167271213438,src,0.00100401445792524,dest,0.009125590864569339
ccperfsonar2.in2p3.fr,2020-01-16,0.017488817971600932,src,0.0007122949800065014,dest,0.009100556475803717
ccperfsonar2.in2p3.fr,2020-01-17,0.01628764263447244,src,0.0007767548995174646,dest,0.008532198766994953
ccperfsonar2.in2p3.fr,2020-01-18,0.016432748314146976,src,0.0005013183521636198,dest,0.008467033333155297
ccperfsonar2.in2p3.fr,2020-01-19,0.01664435752949368,src,0.001232405214316611,dest,0.008938381371905146
ccperfsonar2.in2p3.fr,2020-01-20,0.016242497508266278,src,0.0013307333352126937,dest,0.008786615421739486
ccperfsonar2.in2p3.fr,2020-01-21,0.016811821368456985,src,0.0019027147269982433,dest,0.009357268047727614
ccperfsonar2.in2p3.fr,2020-01-22,0.01842302905460564,src,0.006051407545367522,dest,0.012237218299986582
clrperf-owamp.in2p3.fr,2019-12-10,0.0,src,0.0003927166495944538,dest,0.0001963583247972269
